what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564383865560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383865836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383866143
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1564383870177
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1564383870281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564383873935
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564383874962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383875236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383876861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383886090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383895417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383936244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383939952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383951316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383952978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383958627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564383969626
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1564383992457
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1564383993768
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1564383994795
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1564384007857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564384126255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1564384148240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384148606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1564384148626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384149790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384150722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384151602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564384204708
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564384206275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384206548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384208176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384211043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384223233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1564384224470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384262573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384268441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564384269494
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564384270232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384270502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384272042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384273892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384286553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384294779
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384343688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384356851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384357785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1564384375656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1564384381339
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1564384384594
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.shiftLeft",1564384387146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384398333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384398984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384416458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384417511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384419794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564384421262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1564384425553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1564384428113
