what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1564698611209
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1564698611209
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1564698611209
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1564698611209
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1564698611209
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1564698611209
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1564698611209
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1564698611209
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1564698611224
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1564698611224
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1564698611224
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1564698611224
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1564698611224
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1564698611224
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1564698611224
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1564698611224
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1564698611224
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1564698611224
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1564698611224
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1564698611224
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1564698611224
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1564698611224
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1564698611224
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1564698611224
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1564698611224
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1564698611224
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1564698611224
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1564698611224
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1564698611224
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1564698611224
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1564698611224
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1564698611224
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1564698611224
os,sysinfo,,,"win32",1564698611240
arch,sysinfo,,,"x86",1564698611240
ws,sysinfo,,,"win32",1564698611240
locale,sysinfo,,,"ko_KR",1564698611240
processors,sysinfo,,,"8",1564698611240
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1564698611240
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1564698611240
java.specification.name,sysinfo,,,"Java Platform API Specification",1564698611240
java.specification.vendor,sysinfo,,,"Oracle Corporation",1564698611240
java.specification.version,sysinfo,,,"1.7",1564698611240
java.vendor,sysinfo,,,"Oracle Corporation",1564698611240
java.version,sysinfo,,,"1.7.0_01",1564698611240
java.vm.info,sysinfo,,,"mixed mode, sharing",1564698611240
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1564698611240
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1564698611240
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1564698611240
java.vm.specification.version,sysinfo,,,"1.7",1564698611240
java.vm.vendor,sysinfo,,,"Oracle Corporation",1564698611240
java.vm.version,sysinfo,,,"21.1-b02",1564698611240
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1564698611365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564698673250
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564698673546
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1564698673905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698673921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698679724
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698681783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698878593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698880356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698905331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564698927187
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1564698928762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698929059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1564698930853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1564698975547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1564698982348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1564698995827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1564699124152
